timestamp,fault-target,component,severity_level,templated_message
2024-11-08T23:01:44.941890906Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:43.940024306Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:43.939741316Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:43.939616216Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:43.939007796Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:43.938828626Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:43.938369246Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:43.938053686Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:43.937685906Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:43.937470306Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:42.935291946Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:42.935024856Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:42.934929476Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:42.934160736Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:42.934013396Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:42.933697586Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:42.933272755Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:42.932631206Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:42.932600016Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:41.930895494Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:41.930840065Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:41.930651185Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:41.930519195Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:41.930014965Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:41.929641965Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:41.929244335Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:41.928662085Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:41.928617935Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:40.926759404Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:40.926731634Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:40.926616724Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:40.925752904Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:40.925595224Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:40.925125344Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:40.924756954Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:40.924259414Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:40.923969834Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:39.922106544Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:39.922044704Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:39.921696764Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:39.920821014Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:39.920461824Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:39.920045094Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:39.919552504Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:39.919182355Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:39.919099504Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:38.916851204Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:38.916479814Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:38.916079704Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:38.915220914Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:38.915063054Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:38.914619264Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:38.914142864Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:38.913587544Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:38.913538354Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:37.911632573Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:37.911589753Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:37.911172433Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:37.910750183Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:37.910353094Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:37.909966753Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:37.909553943Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:37.908829264Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:37.908495803Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:36.906587933Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:36.906466883Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:36.906223793Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:36.905504693Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:36.905090773Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:36.904693833Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:36.904310293Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:36.903678473Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:36.903163183Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:35.902618832Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:35.901316802Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:35.900960523Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:35.900277853Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:35.900102352Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:35.899804353Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:35.899358463Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:35.898839893Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:35.898468823Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:34.896849603Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:34.896752473Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:34.896224413Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:34.895192183Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:34.895147123Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:34.894728283Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:34.894278323Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:34.893624713Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:34.893295013Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:33.891796693Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:33.891758913Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:33.891466213Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:33.890661303Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:33.890561293Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:33.890504803Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:33.889602333Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:33.888463933Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:33.888249193Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:32.886931633Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:32.886900853Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:32.886810653Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:32.886340203Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:32.885613313Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:32.885128994Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:32.884762553Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:32.884108843Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:32.884010124Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:31.882446482Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:31.882419632Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:31.882321082Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:31.882018423Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:31.881974552Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:31.881086692Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:31.880720453Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:31.880349643Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:31.879960583Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:30.878155561Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:30.878092691Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:30.877967721Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:30.877067292Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:30.876922391Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:30.876476522Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:30.876094081Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:30.875467032Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:30.875251692Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:29.873878341Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:29.873849711Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:29.873634161Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:29.872830131Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:29.872625131Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:29.872273241Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:29.871829081Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:29.871160701Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:29.871134991Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:28.869285721Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:28.869262291Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:28.869182021Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:28.868692651Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T23:01:28.868381791Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T23:01:28.867971911Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:28.867519731Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T23:01:28.866973681Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T23:01:28.866642741Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T23:01:27.864766261Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T23:01:27.864379521Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:27.863820411Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T23:01:27.863000621Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
